repo_url,repo_name,owner,framework,stars,forks,last_commit,language,cs_file_count,designer_cs_count,xaml_count,resx_count,complexity_tier,license,description,created_at
https://github.com/dotnet/wpf,wpf,dotnet,WPF,7601,1276,2026-03-27,C#,4534,11,201,18,Large,MIT,WPF is a .NET Core UI framework for building Windows desktop applications.,2018-10-19
https://github.com/HMBSbige/ShadowsocksR-Windows,ShadowsocksR-Windows,HMBSbige,WPF,7003,1130,2025-06-25,C#,165,1,36,1,Large,GPL-3.0,Ship of Theseus,2018-04-19
https://github.com/HandyOrg/HandyControl,HandyControl,HandyOrg,WPF,6982,1136,2025-12-03,C#,875,4,342,52,Large,MIT,Contains some simple and commonly used WPF controls,2018-05-22
https://github.com/PrismLibrary/Prism,Prism,PrismLibrary,WPF,6747,1643,2025-11-13,C#,882,14,45,10,Large,NOASSERTION,"Prism is a framework for building loosely coupled, maintainable, and testable XAML applications in WPF, Xamarin Forms, and Uno / Win UI Applications..",2015-02-25
https://github.com/NLog/NLog,NLog,NLog,UWP,6542,1390,2026-03-26,C#,701,3,0,0,Small,BSD-3-Clause,NLog - Flexible and Structured Logging for various .NET Platforms,2012-09-12
https://github.com/STranslate/STranslate,STranslate,STranslate,WPF,5988,315,2026-03-27,C#,250,0,134,0,Large,MIT,A ready-to-go translation ocr tool developed with WPF/WPF 开发的一款即用即走的翻译、OCR工具,2022-12-17
https://github.com/LorisYounger/VPet,VPet,LorisYounger,WPF,5857,580,2026-02-23,C#,170,5,45,3,Large,Apache-2.0,"虚拟桌宠模拟器 一个开源的桌宠软件, 可以内置到任何WPF应用程序",2022-12-13
https://github.com/Live-Charts/Live-Charts,Live-Charts,Live-Charts,WinForms,5556,1353,2023-03-22,C#,670,45,166,42,Large,MIT,"Simple, flexible, interactive & powerful charts, maps and gauges for .Net",2015-09-18
https://github.com/the1812/Malware-Patch,Malware-Patch,the1812,WPF,5440,333,2024-12-21,C#,32,2,13,1,Medium,MIT,通过 UAC 阻止流氓软件的管理员授权. / Prevent UAC authorization of malware.,2018-05-16
https://github.com/Live-Charts/LiveCharts2,LiveCharts2,Live-Charts,WinForms,5187,679,2026-03-20,C#,1558,103,326,108,Large,MIT,"Simple, flexible, interactive & powerful charts, maps and gauges for .Net, LiveCharts2 can now practically run everywhere Maui, Uno Platform, Blazor-wasm, WPF, WinForms, Xamarin, Avalonia, WinUI, UWP.",2021-02-11
https://github.com/UnigramDev/Unigram,Unigram,UnigramDev,UWP,5060,616,2026-03-03,C#,1214,0,455,0,Large,GPL-3.0,Telegram for Windows,2016-05-23
https://github.com/dotnet/MQTTnet,MQTTnet,dotnet,UWP,4957,1147,2026-02-07,C#,431,0,0,0,Small,MIT,MQTTnet is a high performance .NET library for MQTT based communication. It provides a MQTT client and a MQTT server (broker). The implementation is based on the documentation from http://mqtt.org/.,2017-03-16
https://github.com/HearthSim/Hearthstone-Deck-Tracker,Hearthstone-Deck-Tracker,HearthSim,WPF,4951,1140,2026-03-26,C#,1403,4,220,2,Large,None,A deck tracker and deck manager for Hearthstone on Windows,2014-05-29
https://github.com/Planshit/Tai,Tai,Planshit,WPF,4922,233,2025-06-19,C#,216,6,57,3,Large,MIT,👻 在Windows上统计软件使用时长和网站浏览时长,2021-11-19
https://github.com/Kinnara/ModernWpf,ModernWpf,Kinnara,WPF,4907,486,2024-08-12,C#,733,4,293,578,Large,MIT,Modern styles and controls for your WPF applications,2019-10-18
https://github.com/mpvnet-player/mpv.net,mpv.net,mpvnet-player,WinForms,4866,206,2026-02-09,C#,111,2,10,2,Medium,GPL-2.0,🎞 mpv.net is a media player for Windows with a modern GUI.,2017-08-27
https://github.com/Mzying2001/CefFlashBrowser,CefFlashBrowser,Mzying2001,WPF,4829,226,2026-03-24,C#,134,0,26,0,Large,MIT,Flash浏览器 / Flash Browser,2021-03-02
https://github.com/kwsch/PKHeX,PKHeX,kwsch,WinForms,4787,858,2026-03-26,C#,2155,136,0,12,Large,NOASSERTION,Pokémon Save File Editor,2014-06-28
https://github.com/dotnet/winforms,winforms,dotnet,WinForms,4765,1091,2026-03-27,C#,4342,65,0,94,Large,MIT,Windows Forms is a .NET UI framework for building Windows desktop applications.,2018-10-19
https://github.com/TheJoeFin/Text-Grab,Text-Grab,TheJoeFin,WPF,4680,302,2026-03-25,C#,130,1,33,0,Large,MIT,Use OCR in Windows quickly and easily with Text Grab. With optional background process and notifications.,2020-12-01
https://github.com/indiff/qttabbar,qttabbar,indiff,WPF,4675,314,2026-02-28,C#,474,19,21,29,Large,GPL-3.0,QTTabBar is a small tool that allows you to use tab multi label function in Windows Explorer.   https://www.yuque.com/indiff/qttabbar,2019-03-22
https://github.com/BililiveRecorder/BililiveRecorder,BililiveRecorder,BililiveRecorder,WPF,4607,386,2026-03-16,C#,339,2,26,6,Large,GPL-3.0,录播姬 | mikufans 生放送录制,2018-03-12
https://github.com/xceedsoftware/wpftoolkit,wpftoolkit,xceedsoftware,WPF,4136,910,2025-09-09,C#,612,17,202,18,Large,NOASSERTION,All the controls missing in WPF. Over 1 million downloads.,2017-06-13
https://github.com/MvvmCross/MvvmCross,MvvmCross,MvvmCross,WPF,3915,1298,2026-03-27,C#,1445,26,20,0,Large,MS-PL,"The .NET MVVM framework for cross-platform solutions, including Android, iOS, MacCatalyst, macOS, tvOS, WPF, WinUI",2011-11-28
https://github.com/XuanchenLin/NanUI,NanUI,XuanchenLin,WinForms,3796,661,2025-11-20,C#,877,5,0,6,Small,MIT,"NanUI is an open source .NET project for developers who want to create Windows desktop applications with HTML, CSS and JavaScript.",2016-06-08
https://github.com/umlx5h/LLPlayer,LLPlayer,umlx5h,WPF,3676,209,2026-04-19,C#,217,0,49,0,Large,GPL-3.0,"The media player for language learning, with dual subtitles, AI-generated subtitles, real-time translation, and more!",2025-01-31
https://github.com/CommunityToolkit/dotnet,dotnet,CommunityToolkit,WPF,3643,377,2026-03-25,C#,385,0,0,0,Small,NOASSERTION,".NET Community Toolkit is a collection of helpers and APIs that work for all .NET developers and are agnostic of any specific UI platform. The toolkit is maintained and published by Microsoft, and par",2021-10-20
https://github.com/oxyplot/oxyplot,oxyplot,oxyplot,WPF,3516,979,2025-07-30,C#,592,6,37,3,Large,MIT,A cross-platform plotting library for .NET,2014-08-12
https://github.com/microsoft/WinUI-Gallery,WinUI-Gallery,microsoft,UWP,3434,720,2026-03-24,C#,258,0,187,0,Large,MIT,This app demonstrates the controls available in WinUI and the Fluent Design System.,2018-11-01
https://github.com/robinrodricks/FluentFTP,FluentFTP,robinrodricks,UWP,3367,678,2026-03-25,C#,425,0,0,0,Small,MIT,"An FTP and FTPS client for .NET & .NET Standard, optimized for speed. Provides extensive FTP commands, File uploads/downloads, SSL/TLS connections, Automatic directory listing parsing, File hashing/ch",2016-10-29
https://github.com/cairoshell/cairoshell,cairoshell,cairoshell,WPF,3286,268,2026-03-10,C#,193,0,38,0,Large,Apache-2.0,"Cairo is a customizable, intuitive desktop environment for Windows.",2010-01-10
https://github.com/ChangemakerStudios/Papercut-SMTP,Papercut-SMTP,ChangemakerStudios,WPF,3284,300,2026-04-06,C#,331,2,19,1,Large,None,Papercut SMTP -- The Simple Desktop Email Server,2015-08-27
https://github.com/huynhsontung/Screenbox,Screenbox,huynhsontung,UWP,3254,133,2026-03-27,C#,294,0,56,0,Large,GPL-3.0,LibVLC-based media player for the Universal Windows Platform,2022-01-12
https://github.com/Sergio0694/ComputeSharp,ComputeSharp,Sergio0694,UWP,3107,143,2025-08-16,C#,1059,0,7,0,Medium,MIT,"A .NET library to run C# code in parallel on the GPU through DX12, D2D1, and dynamically generated HLSL compute and pixel shaders, with the goal of making GPU computing easy to use for all .NET develo",2019-08-10
https://github.com/1357310795/MyComputerManager,MyComputerManager,1357310795,WPF,3002,121,2022-12-18,C#,46,2,10,1,Medium,GPL-3.0,管理“此电脑”里删不掉的流氓“快捷方式”（包括侧边栏），同时可自己添加这类“快捷方式”,2022-07-05
https://github.com/GavinYellow/SharpSCADA,SharpSCADA,GavinYellow,WPF,2978,1381,2023-01-13,C#,248,23,14,19,Large,LGPL-3.0,C# SCADA,2017-10-01
https://github.com/FlaUI/FlaUI,FlaUI,FlaUI,WinForms,2896,425,2025-06-18,C#,423,5,2,3,Medium,MIT,UI automation library for .Net,2016-04-13
https://github.com/shaked6540/YoutubePlaylistDownloader,YoutubePlaylistDownloader,shaked6540,WPF,2887,447,2026-04-03,C#,25,2,27,1,Large,Apache-2.0,"A tool to download whole playlists, channels or single videos from youtube and also optionally convert them to almost any format you would like",2018-06-25
https://github.com/Caliburn-Micro/Caliburn.Micro,Caliburn.Micro,Caliburn-Micro,UWP,2861,775,2026-01-03,C#,553,15,151,6,Large,MIT,"A small, yet powerful framework, designed for building applications across all XAML platforms. Its strong support for MV* patterns will enable you to build your solution quickly, without the need to s",2014-01-31
https://github.com/roslynpad/roslynpad,roslynpad,roslynpad,WPF,2773,390,2026-04-28,C#,352,0,20,0,Large,MIT,A cross-platform C# editor based on Roslyn and AvalonEdit,2015-04-01
https://github.com/hitchao/Jvedio,Jvedio,hitchao,WPF,2759,310,2023-12-18,C#,196,2,35,1,Large,GPL-3.0,Jvedio 是本地视频管理软件，支持扫描本地视频并导入软件，建立视频库， 提取出视频的 唯一识别码，自动分类视频， 添加标签管理视频，使用人工智能识别演员，支持翻译信息， 基于 FFmpeg 截取视频图片，Window 桌面端流畅美观的应用软件,2019-12-31
https://github.com/fluentribbon/Fluent.Ribbon,Fluent.Ribbon,fluentribbon,WPF,2744,537,2026-04-27,C#,314,0,70,0,Large,MIT,WPF Ribbon control like in Office,2014-11-03
https://github.com/ikas-mc/ContextMenuForWindows11,ContextMenuForWindows11,ikas-mc,UWP,2702,127,2026-03-27,C#,40,0,12,0,Medium,LGPL-3.0,Add Custom Context Menu For Windows11,2021-07-14
https://github.com/TASEmulators/BizHawk,BizHawk,TASEmulators,WinForms,2616,442,2026-03-27,C#,2558,151,0,148,Large,NOASSERTION,"BizHawk is a multi-system emulator written in C#.  BizHawk provides nice features for casual gamers such as full screen, and joypad support in addition to full rerecording and debugging tools for all ",2015-06-22
https://github.com/Coolapk-UWP/Coolapk-UWP,Coolapk-UWP,Coolapk-UWP,UWP,2562,166,2026-01-12,C#,537,0,81,0,Large,GPL-3.0,一个基于 UWP 平台的第三方酷安客户端,2019-10-11
https://github.com/punker76/gong-wpf-dragdrop,gong-wpf-dragdrop,punker76,WPF,2545,417,2025-12-01,C#,76,0,10,0,Medium,BSD-3-Clause,The GongSolutions.WPF.DragDrop library is a drag'n'drop framework for WPF,2013-02-06
https://github.com/OpenLiveWriter/OpenLiveWriter,OpenLiveWriter,OpenLiveWriter,WinForms,2494,492,2026-03-22,C#,2440,48,0,505,Large,NOASSERTION,An open source fork of Windows Live Writer,2015-12-09
https://github.com/snoopwpf/snoopwpf,snoopwpf,snoopwpf,WPF,2475,388,2026-04-28,C#,313,21,63,11,Large,MS-PL,Snoop - The WPF Spy Utility,2012-04-25
https://github.com/helix-toolkit/helix-toolkit,helix-toolkit,helix-toolkit,UWP,2215,693,2026-03-03,C#,1775,1,210,1,Large,MIT,Helix Toolkit is a collection of 3D components for .NET.,2014-08-27
https://github.com/Taiizor/ReaLTaiizor,ReaLTaiizor,Taiizor,WinForms,2204,350,2026-03-13,C#,833,127,0,115,Large,MIT,ReaLTaiizor is a .NET WinForms control library that offers a wide range of components and is user-friendly and design-focused.,2020-04-09
https://github.com/jenius-apps/ambie,ambie,jenius-apps,UWP,2171,149,2026-03-06,C#,340,0,77,0,Large,MIT,"An app that uses white noise, nature sounds, and focus features to boost your productivity.",2020-11-01
https://github.com/microcharts-dotnet/Microcharts,Microcharts,microcharts-dotnet,UWP,2074,363,2024-05-28,C#,114,4,19,0,Large,MIT,"Simple, cross-platform chart library for .NET",2017-08-02
https://github.com/icsharpcode/AvalonEdit,AvalonEdit,icsharpcode,WPF,2048,496,2025-12-04,C#,248,0,8,0,Medium,MIT,The WPF-based text editor component used in SharpDevelop,2014-04-10
https://github.com/microsoft/AdaptiveCards,AdaptiveCards,microsoft,UWP,1934,597,2026-03-22,C#,322,4,34,2,Large,MIT,A new way for developers to exchange card content in a common and consistent way.,2016-12-08
https://github.com/MahApps/MahApps.Metro.IconPacks,MahApps.Metro.IconPacks,MahApps,UWP,1923,221,2026-03-03,C#,362,0,175,0,Large,MIT,Awesome icon packs for WPF and UWP in one library,2016-07-17
https://github.com/BrianLima/UWPHook,UWPHook,BrianLima,UWP,1917,126,2024-12-09,C#,16,2,4,1,Medium,MIT,🔗 Add your Windows Store or UWP games to Steam,2016-09-18
https://github.com/miroiu/nodify,nodify,miroiu,WPF,1895,320,2026-04-23,C#,269,0,66,0,Large,MIT,Highly performant and modular controls for node-based editors designed for data-binding and MVVM.,2020-08-27
https://github.com/WPFDevelopersOrg/WPFDevelopers,WPFDevelopers,WPFDevelopersOrg,WPF,1875,294,2026-04-30,C#,651,1,227,3,Large,MIT,"🎉  Welcome to follow the official account of ""WPFDevelopers""! It covers the basic controls and custom control library (screenshot controls) of WPF. This project will be constantly updated, welcome to ",2021-05-25
https://github.com/benruehl/adonis-ui,adonis-ui,benruehl,WPF,1857,153,2022-09-29,C#,116,0,85,0,Large,MIT,Lightweight UI toolkit for WPF applications offering classic but enhanced windows visuals,2018-04-27
https://github.com/PrismLibrary/Prism-Samples-Wpf,Prism-Samples-Wpf,PrismLibrary,WPF,1801,783,2024-08-26,C#,178,0,102,0,Large,MIT,Samples that demonstrate how to use various Prism features with WPF,2015-09-23
https://github.com/Dirkster99/AvalonDock,AvalonDock,Dirkster99,WPF,1658,343,2026-04-25,C#,352,5,64,21,Large,MS-PL,Our own development branch of the well known WPF document docking library,2017-12-10
https://github.com/Mochengvia/PanuonUI.Silver,PanuonUI.Silver,Mochengvia,WPF,1639,289,2024-02-15,C#,171,6,76,4,Large,MIT,Panuon.UI optimized version. A beautiful wpf ui library using templates & attached properties.,2019-04-19
https://github.com/KirillOsenkov/MSBuildStructuredLog,MSBuildStructuredLog,KirillOsenkov,WPF,1623,228,2026-04-29,C#,283,0,28,0,Large,MIT,"A logger for MSBuild that records a structured representation of executed targets, tasks, property and item values.",2016-05-04
https://github.com/unvell/ReoGrid,ReoGrid,unvell,WPF,1579,439,2026-03-10,C#,706,192,3,192,Large,MIT,"Fast and powerful .NET spreadsheet component, support data format, freeze, outline, formula calculation, chart, script execution and etc. Compatible with Excel 2007 (.xlsx) format and working on .NET ",2016-10-16
https://github.com/xamarin/XamarinCommunityToolkit,XamarinCommunityToolkit,xamarin,UWP,1576,448,2024-05-01,C#,726,3,131,4,Large,MIT,"The Xamarin Community Toolkit is a collection of Animations, Behaviors, Converters, and Effects for mobile development with Xamarin.Forms. It simplifies and demonstrates common developer tasks buildin",2016-12-22
https://github.com/944095635/DMSkin,DMSkin,944095635,WPF,1571,390,2021-08-15,C#,49,6,27,3,Large,None,DMSkin WPF 样式 UI 框架 | WPF Borderless Window | Custom Controls & Styles | MVVM Support,2017-08-24
https://github.com/Accelerider/Accelerider.Windows,Accelerider.Windows,Accelerider,WPF,1533,370,2024-11-07,C#,301,16,76,15,Large,MIT,A shell that runs Accelerider applications on the Windows platform.,2017-02-04
https://github.com/Mapsui/Mapsui,Mapsui,Mapsui,WPF,1527,351,2026-04-28,C#,916,3,19,3,Large,MIT,"Mapsui is a .NET Map component for: MAUI, Avalonia, Uno Platform, Blazor, WPF, WinUI, Windows Forms, Eto Forms, .NET for Android and .NET for iOS",2014-03-05
https://github.com/sourcechord/FluentWPF,FluentWPF,sourcechord,WPF,1524,115,2022-04-08,C#,52,4,36,2,Large,MIT,Fluent Design System for WPF.,2017-11-27
https://github.com/Depressurizer/Depressurizer,Depressurizer,Depressurizer,WinForms,1517,91,2026-02-22,C#,172,38,0,119,Large,GPL-3.0,A Steam library categorizing tool.,2017-12-02
https://github.com/xamarin/Essentials,Essentials,xamarin,UWP,1502,493,2024-05-01,C#,491,0,43,0,Large,NOASSERTION,"Xamarin.Essentials is no longer supported. Migrate your apps to .NET MAUI, which includes Maui.Essentials.",2018-02-20
https://github.com/bkaankose/Wino-Mail,Wino-Mail,bkaankose,UWP,1469,79,2026-04-25,C#,1006,0,103,0,Large,GPL-3.0,Built-in Mail & Calendars app clone for Windows.,2021-09-18
https://github.com/k1tbyte/Wand-Enhancer,Wand-Enhancer,k1tbyte,WPF,1466,70,2026-03-30,C#,41,1,22,1,Large,Apache-2.0,Advanced UX and interoperability extension for Wand (WeMod) app,2024-11-17
https://github.com/CHKZL/DDTV,DDTV,CHKZL,WPF,1457,91,2026-04-20,C#,123,3,17,2,Large,GPL-2.0,可对阿B进行直播多窗口观看、开播提醒、自动录制、合并、转码的跨平台工具,2019-09-12
https://github.com/microsoft/ai-dev-gallery,ai-dev-gallery,microsoft,WPF,1439,216,2026-04-15,C#,341,0,105,0,Large,MIT,An open-source project for Windows developers to learn how to add AI with local models and APIs to Windows apps.,2024-11-06
https://github.com/dathlin/ClientServerProject,ClientServerProject,dathlin,WPF,1434,606,2019-02-07,C#,147,50,10,46,Large,MIT,一个C-S模版，该模版由三部分的程序组成，一个服务端运行的程序，一个客户端运行的程序，还有一个公共的组件，实现了基础的账户管理功能，版本控制，软件升级，公告管理，消息群发，共享文件上传下载，批量文件传送功能。具体的操作方法见演示就行。本项目的一个目标是：提供一个基础的中小型系统的C-S框架，客户端有三种模式，无缝集成访问，winform版本，wpf版本，asp.net mvc版本，方便企业进行中小,2017-02-22
https://github.com/luberda-molinet/FFImageLoading,FFImageLoading,luberda-molinet,UWP,1404,373,2023-03-16,C#,535,8,38,0,Large,MIT,"Image loading, caching & transforming library for Xamarin and Windows",2015-01-14
https://github.com/Windows-XAML/Template10,Template10,Windows-XAML,UWP,1396,381,2024-05-09,C#,265,0,22,0,Large,Apache-2.0,Making Windows 10 apps great again,2015-04-09
https://github.com/SamuelTulach/VirusTotalUploader,VirusTotalUploader,SamuelTulach,WinForms,1381,153,2024-10-10,C#,14,5,0,4,Small,GPL-3.0,C# Open-Source Winforms application for uploading files to VirusTotal,2018-07-31
https://github.com/Xavalon/XamlStyler,XamlStyler,Xavalon,UWP,1367,157,2026-04-14,C#,104,0,2,1,Small,Apache-2.0,Visual Studio extension to help format your XAML source code,2016-04-27
https://github.com/NeutroniumCore/Neutronium,Neutronium,NeutroniumCore,WPF,1350,120,2023-01-03,C#,780,42,34,27,Large,MIT,"🚀 Build .NET desktop applications using HTML, CSS and javascript.",2015-07-12
https://github.com/Taiizor/Sucrose,Sucrose,Taiizor,WPF,1347,53,2026-04-29,C#,761,4,1249,4,Large,GPL-3.0,Sucrose is a versatile wallpaper engine that brings life to your desktop with a wide range of interactive wallpapers.,2023-06-21
https://github.com/dahall/TaskScheduler,TaskScheduler,dahall,WinForms,1341,201,2026-01-21,C#,211,54,0,376,Large,MIT,"Provides a .NET wrapper for the Windows Task Scheduler. It aggregates the multiple versions, provides an editor and allows for localization.",2017-07-02
https://github.com/MarimerLLC/csla,csla,MarimerLLC,WinForms,1341,403,2026-03-23,C#,1851,43,29,63,Large,MIT,A home for your business logic in any .NET application.,2013-02-08
https://github.com/micahmo/WgServerforWindows,WgServerforWindows,micahmo,WPF,1335,126,2026-03-02,C#,75,3,10,3,Medium,MIT,Wg Server for Windows (WS4W) is a desktop application that allows running and managing a WireGuard server endpoint on Windows,2020-12-21
https://github.com/ookii-dialogs/ookii-dialogs-wpf,ookii-dialogs-wpf,ookii-dialogs,WPF,1317,88,2026-01-23,C#,45,7,2,3,Medium,BSD-3-Clause,Awesome dialogs for Windows Desktop applications built with Microsoft .NET (WPF),2018-10-03
https://github.com/Panuon/Panuon.WPF.UI,Panuon.WPF.UI,Panuon,WPF,1280,124,2026-04-15,C#,286,0,235,0,Large,Apache-2.0,Professional wpf ui library.,2021-03-12
https://github.com/ghost1372/HandyControls,HandyControls,ghost1372,WPF,1279,110,2025-09-19,C#,1066,4,365,52,Large,MIT,Contains some simple and commonly used WPF controls based on HandyControl,2019-07-23
https://github.com/unosquare/ffmediaelement,ffmediaelement,unosquare,WPF,1273,258,2024-06-26,C#,199,1,7,1,Medium,NOASSERTION,FFME: The Advanced WPF MediaElement (based on FFmpeg),2016-01-26
https://github.com/Gaoyifei1011/GetStoreApp,GetStoreApp,Gaoyifei1011,UWP,1261,50,2026-04-22,C#,363,0,56,0,Large,MIT,离线下载 Microsoft Store 商店应用,2022-05-19
https://github.com/0x5bfa/FluentHub,FluentHub,0x5bfa,UWP,1236,64,2026-03-16,C#,1915,0,114,0,Large,MIT,A stylish yet powerful GitHub client for Windows,2022-01-02
https://github.com/theimpactfulcompany/Rise-Media-Player,Rise-Media-Player,theimpactfulcompany,UWP,1221,86,2025-10-23,C#,218,0,77,0,Large,GPL-3.0,"One media player for everything you own or stream; whether it's music or videos, online or offline Rise Media Player does it all. And it's beautiful and native with the latest version of WinUI.",2021-08-11
https://github.com/Bluegrams/Vividl,Vividl,Bluegrams,WPF,1207,83,2026-03-10,C#,56,2,14,17,Large,BSD-3-Clause,Modern Windows GUI for youtube-dl/ yt-dlp. Download videos from hundreds of websites.,2020-01-18
https://github.com/lbugnion/mvvmlight,mvvmlight,lbugnion,WPF,1182,303,2021-08-13,C#,851,71,148,36,Large,MIT,"The main purpose of the toolkit is to accelerate the creation and development of MVVM applications in Xamarin.Android, Xamarin.iOS, Xamarin.Forms, Windows 10 UWP, Windows Presentation Foundation (WPF)",2017-09-16
https://github.com/Otiel/BandcampDownloader,BandcampDownloader,Otiel,WPF,1177,81,2026-04-13,C#,70,2,14,26,Large,NOASSERTION,A Windows app used to download albums from Bandcamp.,2014-02-14
https://github.com/database64128/youtube-dl-wpf,youtube-dl-wpf,database64128,WPF,1167,93,2026-04-28,C#,32,0,9,0,Medium,GPL-3.0,WPF GUI for youtube-dl and yt-dlp.,2020-04-21
https://github.com/dotnet/try-convert,try-convert,dotnet,WinForms,1157,161,2024-05-17,C#,98,10,6,3,Large,MIT,Helping .NET developers port their projects to .NET Core!,2019-09-18
https://github.com/LogExperts/LogExpert,LogExpert,LogExperts,WinForms,1149,185,2026-03-25,C#,452,53,0,65,Large,NOASSERTION,Windows tail program and log file analyzer.,2017-10-13
https://github.com/telerik/UI-For-UWP,UI-For-UWP,telerik,UWP,1147,229,2024-11-28,C#,2318,0,175,0,Large,NOASSERTION,Telerik UI for Universal Windows Platform (UWP) is no longer supported.,2016-12-13
https://github.com/rotorgames/Rg.Plugins.Popup,Rg.Plugins.Popup,rotorgames,UWP,1142,332,2023-10-29,C#,85,3,19,1,Large,MIT,Xamarin Forms popup plugin,2016-02-17
https://github.com/microsoft/WindowsCompositionSamples,WindowsCompositionSamples,microsoft,UWP,1131,287,2024-06-10,C#,199,0,97,0,Large,MIT,The Windows Composition Samples have moved here: https://github.com/microsoft/WindowsAppSDK-Samples/tree/main/Samples/SceneGraph,2015-05-06
